,LocationId,TotalCapacity,LocationName,CountOfParticipants,PercetageCapacity,LastUpdatedDateAndTime,LastCount,MinColor,MidColor,MaxColor,MinCapacityRange,MaxCapacityRange,CountCapacityColorEnabled,FacilityId,FacilityName,IsClosed,time_retrived
8,6157,100,East Mezzanine (3rd Floor),0,0,2021-11-17T17:33:42.63,1,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637190302.337228
9,5988,50,Mindfulness Room ,0,0,2021-11-17T17:33:43.047,0,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637190302.337228
10,5991,200,Racquetball/Squash Courts ,0,0,2021-11-17T17:33:43.453,10,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637190302.337228
11,7292,100,Fitness Pavilion (strength),0,0,2021-11-17T17:33:44.14,22,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637190302.337228
12,7293,100,Fitness Pavilion (cardio),0,0,2021-11-17T17:33:44.5,13,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637190302.337228
13,5981,100,Fitness Loft,0,0,2021-11-17T17:33:45,15,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637190302.337228
14,5979,100,Feature Gym,0,0,2021-11-17T17:33:45.343,9,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637190302.337228
15,5960,300,B&G Gym 1-3,0,0,2021-10-21T20:30:24.72,0,#ffc90e,,#ed1c24,60,90,True,976,Operations,True,1637190302.337228
16,5961,300,B&G Gym 4-6,0,0,2021-11-17T17:34:45.15,32,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637190302.337228
17,5993,200,Scifres ,0,0,2021-11-17T17:33:46.063,35,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637190302.337228
18,5972,20,Climbing Wall ,0,0,2021-11-17T17:33:47.187,9,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637190302.337228
19,5969,20,Bouldering Wall,0,0,2021-11-17T17:33:47.547,17,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637190302.337228
20,5976,300,East Fitness (Strength Equipment),0,0,2021-11-17T17:33:47.89,66,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637190302.337228
21,5990,50,Olympic Lifting Room ,0,0,2021-11-17T17:33:48.233,6,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637190302.337228
22,6132,300,MP4 (Table Tennis),0,0,2021-11-17T17:33:48.937,6,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637190302.337228
23,6131,100,MP3 (Strength Equipment),0,0,2021-11-17T17:33:49.28,11,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637190302.337228
24,7291,300,Colby (Cardio),0,0,2021-11-17T17:33:49.64,12,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637190302.337228
25,7290,300,Colby (Strength),0,0,2021-11-17T17:33:49.983,111,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637190302.337228
26,5985,300,Lower Gym (Badminton & Pickleball),0,0,2021-11-17T17:33:50.33,12,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637190302.337228
27,5994,300,TREC,0,0,2021-11-16T22:44:49,32,#ffc90e,,#ed1c24,60,90,True,976,Operations,True,1637190302.337228
0,6129,100,Upper Track (4th Floor),0,0,2021-11-17T18:41:28.993,5,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637193902.5088954
1,5978,50,Faculty/Staff Workout Area ,0,0,2021-11-17T18:41:29.417,1,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637193902.5088954
2,5995,100,Upper Fitness ,0,0,2021-11-17T18:41:29.947,22,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637193902.5088954
3,5996,100,Upper Gym,0,0,2021-11-17T18:41:30.307,52,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637193902.5088954
4,6130,100,MAC Court (Cardio),0,0,2021-11-17T18:41:31.387,1,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637193902.5088954
5,7289,50,MAC (badminton),0,0,2021-11-17T18:41:31.853,0,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637193902.5088954
6,6158,100,West Mezzanine (3rd Floor),0,0,2021-11-17T18:41:32.23,10,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637193902.5088954
7,5984,100,Atrium Track (3rd Floor),0,0,2021-11-17T18:41:32.593,4,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637193902.5088954
8,6157,100,East Mezzanine (3rd Floor),0,0,2021-11-17T18:41:33.01,3,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637193902.5088954
9,5988,50,Mindfulness Room ,0,0,2021-11-17T18:41:33.37,2,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637193902.5088954
10,5991,200,Racquetball/Squash Courts ,0,0,2021-11-17T18:41:33.76,15,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637193902.5088954
11,7292,100,Fitness Pavilion (strength),0,0,2021-11-17T18:41:34.183,23,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637193902.5088954
12,7293,100,Fitness Pavilion (cardio),0,0,2021-11-17T18:41:34.53,14,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637193902.5088954
13,5981,100,Fitness Loft,0,0,2021-11-17T18:41:34.87,8,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637193902.5088954
14,5979,100,Feature Gym,0,0,2021-11-17T18:41:35.213,9,#ffc90e,,#ed1c24,60,90,True,976,Operations,True,1637193902.5088954
15,5960,300,B&G Gym 1-3,0,0,2021-10-21T20:30:24.72,0,#ffc90e,,#ed1c24,60,90,True,976,Operations,True,1637193902.5088954
16,5961,300,B&G Gym 4-6,0,0,2021-11-17T18:41:35.557,32,#ffc90e,,#ed1c24,60,90,True,976,Operations,True,1637193902.5088954
17,5993,200,Scifres ,0,0,2021-11-17T18:41:35.917,26,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637193902.5088954
18,5972,20,Climbing Wall ,0,0,2021-11-17T18:41:36.713,15,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637193902.5088954
19,5969,20,Bouldering Wall,0,0,2021-11-17T18:41:37.09,11,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637193902.5088954
20,5976,300,East Fitness (Strength Equipment),0,0,2021-11-17T18:41:37.433,67,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637193902.5088954
21,5990,50,Olympic Lifting Room ,0,0,2021-11-17T18:41:37.777,8,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637193902.5088954
22,6132,300,MP4 (Table Tennis),0,0,2021-11-17T18:41:38.653,4,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637193902.5088954
23,6131,100,MP3 (Strength Equipment),0,0,2021-11-17T18:41:38.997,8,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637193902.5088954
24,7291,300,Colby (Cardio),0,0,2021-11-17T18:41:39.373,14,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637193902.5088954
25,7290,300,Colby (Strength),0,0,2021-11-17T18:41:39.713,92,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637193902.5088954
26,5985,300,Lower Gym (Badminton & Pickleball),0,0,2021-11-17T18:41:40.077,20,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637193902.5088954
27,5994,300,TREC,0,0,2021-11-17T18:41:40.437,16,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637193902.5088954
0,6129,100,Upper Track (4th Floor),0,0,2021-11-17T19:51:28.81,0,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637197502.9994261
1,5978,50,Faculty/Staff Workout Area ,0,0,2021-11-17T19:51:29.187,2,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637197502.9994261
2,5995,100,Upper Fitness ,0,0,2021-11-17T19:51:29.53,20,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637197502.9994261
3,5996,100,Upper Gym,0,0,2021-11-17T19:51:30,49,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637197502.9994261
4,6130,100,MAC Court (Cardio),0,0,2021-11-17T19:51:31.077,5,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637197502.9994261
5,7289,50,MAC (badminton),0,0,2021-11-17T19:51:31.483,8,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637197502.9994261
6,6158,100,West Mezzanine (3rd Floor),0,0,2021-11-17T19:51:31.843,5,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637197502.9994261
7,5984,100,Atrium Track (3rd Floor),0,0,2021-11-17T19:51:32.33,3,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637197502.9994261
8,6157,100,East Mezzanine (3rd Floor),0,0,2021-11-17T19:51:32.69,1,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637197502.9994261
9,5988,50,Mindfulness Room ,0,0,2021-11-17T19:51:33.223,1,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637197502.9994261
10,5991,200,Racquetball/Squash Courts ,0,0,2021-11-17T19:51:33.593,40,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637197502.9994261
11,7292,100,Fitness Pavilion (strength),0,0,2021-11-17T19:51:33.937,18,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637197502.9994261
12,7293,100,Fitness Pavilion (cardio),0,0,2021-11-17T19:51:34.39,14,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637197502.9994261
13,5981,100,Fitness Loft,0,0,2021-11-17T19:51:34.78,16,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637197502.9994261
14,5979,100,Feature Gym,0,0,2021-11-17T18:41:35.213,9,#ffc90e,,#ed1c24,60,90,True,976,Operations,True,1637197502.9994261
15,5960,300,B&G Gym 1-3,0,0,2021-10-21T20:30:24.72,0,#ffc90e,,#ed1c24,60,90,True,976,Operations,True,1637197502.9994261
16,5961,300,B&G Gym 4-6,0,0,2021-11-17T18:41:35.557,32,#ffc90e,,#ed1c24,60,90,True,976,Operations,True,1637197502.9994261
17,5993,200,Scifres ,0,0,2021-11-17T19:51:35.17,31,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637197502.9994261
18,5972,20,Climbing Wall ,0,0,2021-11-17T19:51:36.25,12,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637197502.9994261
19,5969,20,Bouldering Wall,0,0,2021-11-17T19:51:36.703,7,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637197502.9994261
20,5976,300,East Fitness (Strength Equipment),0,0,2021-11-17T19:51:37.077,66,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637197502.9994261
21,5990,50,Olympic Lifting Room ,0,0,2021-11-17T19:51:37.547,8,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637197502.9994261
22,6132,300,MP4 (Table Tennis),0,0,2021-11-17T19:51:38.86,4,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637197502.9994261
23,6131,100,MP3 (Strength Equipment),0,0,2021-11-17T19:51:39.373,10,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637197502.9994261
24,7291,300,Colby (Cardio),0,0,2021-11-17T19:51:39.753,8,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637197502.9994261
25,7290,300,Colby (Strength),0,0,2021-11-17T19:51:40.297,99,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637197502.9994261
26,5985,300,Lower Gym (Badminton & Pickleball),0,0,2021-11-17T19:51:40.843,49,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637197502.9994261
27,5994,300,TREC,0,0,2021-11-17T19:51:41.26,38,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637197502.9994261
0,6129,100,Upper Track (4th Floor),0,0,2021-11-17T20:31:36.093,0,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637201102.534791
1,5978,50,Faculty/Staff Workout Area ,0,0,2021-11-17T20:20:41.537,1,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637201102.534791
2,5995,100,Upper Fitness ,0,0,2021-11-17T20:20:41.91,11,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637201102.534791
3,5996,100,Upper Gym,0,0,2021-11-17T20:20:42.287,59,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637201102.534791
4,6130,100,MAC Court (Cardio),0,0,2021-11-17T20:20:43.633,2,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637201102.534791
5,7289,50,MAC (badminton),0,0,2021-11-17T20:20:43.973,6,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637201102.534791
6,6158,100,West Mezzanine (3rd Floor),0,0,2021-11-17T20:20:44.473,1,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637201102.534791
7,5984,100,Atrium Track (3rd Floor),0,0,2021-11-17T20:20:44.837,3,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637201102.534791
8,6157,100,East Mezzanine (3rd Floor),0,0,2021-11-17T20:20:45.193,2,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637201102.534791
9,5988,50,Mindfulness Room ,0,0,2021-11-17T20:20:45.613,1,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637201102.534791
10,5991,200,Racquetball/Squash Courts ,0,0,2021-11-17T20:20:45.973,18,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637201102.534791
11,7292,100,Fitness Pavilion (strength),0,0,2021-11-17T20:20:46.643,14,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637201102.534791
12,7293,100,Fitness Pavilion (cardio),0,0,2021-11-17T20:20:46.99,4,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637201102.534791
13,5981,100,Fitness Loft,0,0,2021-11-17T20:20:47.443,14,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637201102.534791
14,5979,100,Feature Gym,0,0,2021-11-17T18:41:35.213,9,#ffc90e,,#ed1c24,60,90,True,976,Operations,True,1637201102.534791
15,5960,300,B&G Gym 1-3,0,0,2021-10-21T20:30:24.72,0,#ffc90e,,#ed1c24,60,90,True,976,Operations,True,1637201102.534791
16,5961,300,B&G Gym 4-6,0,0,2021-11-17T18:41:35.557,32,#ffc90e,,#ed1c24,60,90,True,976,Operations,True,1637201102.534791
17,5993,200,Scifres ,0,0,2021-11-17T20:20:47.787,24,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637201102.534791
18,5972,20,Climbing Wall ,0,0,2021-11-17T20:20:48.897,9,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637201102.534791
19,5969,20,Bouldering Wall,0,0,2021-11-17T20:20:49.253,10,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637201102.534791
20,5976,300,East Fitness (Strength Equipment),0,0,2021-11-17T20:20:49.583,68,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637201102.534791
21,5990,50,Olympic Lifting Room ,0,0,2021-11-17T20:20:49.91,6,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637201102.534791
22,6132,300,MP4 (Table Tennis),0,0,2021-11-17T20:20:50.597,11,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637201102.534791
23,6131,100,MP3 (Strength Equipment),0,0,2021-11-17T20:20:50.927,8,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637201102.534791
24,7291,300,Colby (Cardio),0,0,2021-11-17T20:20:51.287,3,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637201102.534791
25,7290,300,Colby (Strength),0,0,2021-11-17T20:20:51.613,81,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637201102.534791
26,5985,300,Lower Gym (Badminton & Pickleball),0,0,2021-11-17T20:20:51.99,37,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637201102.534791
27,5994,300,TREC,0,0,2021-11-17T20:20:52.317,38,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637201102.534791
0,6129,100,Upper Track (4th Floor),0,0,2021-11-17T21:33:29.967,0,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637204702.0891654
1,5978,50,Faculty/Staff Workout Area ,0,0,2021-11-17T21:33:30.39,0,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637204702.0891654
2,5995,100,Upper Fitness ,0,0,2021-11-17T21:33:30.89,8,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637204702.0891654
3,5996,100,Upper Gym,0,0,2021-11-17T21:33:31.25,65,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637204702.0891654
4,6130,100,MAC Court (Cardio),0,0,2021-11-17T21:33:32.407,2,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637204702.0891654
5,7289,50,MAC (badminton),0,0,2021-11-17T21:33:32.753,4,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637204702.0891654
6,6158,100,West Mezzanine (3rd Floor),0,0,2021-11-17T21:33:33.11,3,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637204702.0891654
7,5984,100,Atrium Track (3rd Floor),0,0,2021-11-17T21:33:33.437,8,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637204702.0891654
8,6157,100,East Mezzanine (3rd Floor),0,0,2021-11-17T21:33:33.827,1,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637204702.0891654
9,5988,50,Mindfulness Room ,0,0,2021-11-17T21:33:34.267,0,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637204702.0891654
10,5991,200,Racquetball/Squash Courts ,0,0,2021-11-17T21:33:34.61,28,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637204702.0891654
11,7292,100,Fitness Pavilion (strength),0,0,2021-11-17T21:33:35.41,23,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637204702.0891654
12,7293,100,Fitness Pavilion (cardio),0,0,2021-11-17T21:33:35.767,5,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637204702.0891654
13,5981,100,Fitness Loft,0,0,2021-11-17T21:33:36.14,14,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637204702.0891654
14,5979,100,Feature Gym,0,0,2021-11-17T21:33:36.61,30,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637204702.0891654
15,5960,300,B&G Gym 1-3,0,0,2021-10-21T20:30:24.72,0,#ffc90e,,#ed1c24,60,90,True,976,Operations,True,1637204702.0891654
16,5961,300,B&G Gym 4-6,0,0,2021-11-17T21:33:36.937,85,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637204702.0891654
17,5993,200,Scifres ,0,0,2021-11-17T21:33:37.313,25,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637204702.0891654
18,5972,20,Climbing Wall ,0,0,2021-11-17T21:33:38.42,17,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637204702.0891654
19,5969,20,Bouldering Wall,0,0,2021-11-17T21:33:38.767,9,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637204702.0891654
20,5976,300,East Fitness (Strength Equipment),0,0,2021-11-17T21:33:39.11,69,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637204702.0891654
21,5990,50,Olympic Lifting Room ,0,0,2021-11-17T21:33:39.467,7,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637204702.0891654
22,6132,300,MP4 (Table Tennis),0,0,2021-11-17T21:33:40.14,5,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637204702.0891654
23,6131,100,MP3 (Strength Equipment),0,0,2021-11-17T21:33:40.487,5,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637204702.0891654
24,7291,300,Colby (Cardio),0,0,2021-11-17T21:33:40.863,9,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637204702.0891654
25,7290,300,Colby (Strength),0,0,2021-11-17T21:33:41.203,83,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637204702.0891654
26,5985,300,Lower Gym (Badminton & Pickleball),0,0,2021-11-17T21:33:41.547,69,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637204702.0891654
27,5994,300,TREC,0,0,2021-11-17T21:33:41.89,30,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637204702.0891654
0,6129,100,Upper Track (4th Floor),0,0,2021-11-17T22:32:19.457,1,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637208302.4582698
1,5978,50,Faculty/Staff Workout Area ,0,0,2021-11-17T22:32:19.997,1,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637208302.4582698
2,5995,100,Upper Fitness ,0,0,2021-11-17T22:32:20.327,9,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637208302.4582698
3,5996,100,Upper Gym,0,0,2021-11-17T22:32:20.687,45,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637208302.4582698
4,6130,100,MAC Court (Cardio),0,0,2021-11-17T22:32:22.14,3,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637208302.4582698
5,7289,50,MAC (badminton),0,0,2021-11-17T22:32:22.467,0,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637208302.4582698
6,6158,100,West Mezzanine (3rd Floor),0,0,2021-11-17T22:32:22.81,5,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637208302.4582698
7,5984,100,Atrium Track (3rd Floor),0,0,2021-11-17T22:32:23.17,2,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637208302.4582698
8,6157,100,East Mezzanine (3rd Floor),0,0,2021-11-17T22:32:23.497,3,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637208302.4582698
9,5988,50,Mindfulness Room ,0,0,2021-11-17T22:32:23.857,0,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637208302.4582698
10,5991,200,Racquetball/Squash Courts ,0,0,2021-11-17T22:32:24.2,25,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637208302.4582698
11,7292,100,Fitness Pavilion (strength),0,0,2021-11-17T22:32:24.857,10,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637208302.4582698
12,7293,100,Fitness Pavilion (cardio),0,0,2021-11-17T22:32:25.187,4,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637208302.4582698
13,5981,100,Fitness Loft,0,0,2021-11-17T22:32:25.53,8,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637208302.4582698
14,5979,100,Feature Gym,0,0,2021-11-17T22:32:25.89,23,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637208302.4582698
15,5960,300,B&G Gym 1-3,0,0,2021-10-21T20:30:24.72,0,#ffc90e,,#ed1c24,60,90,True,976,Operations,True,1637208302.4582698
16,5961,300,B&G Gym 4-6,0,0,2021-11-17T22:32:26.247,125,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637208302.4582698
17,5993,200,Scifres ,0,0,2021-11-17T22:32:26.64,15,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637208302.4582698
18,5972,20,Climbing Wall ,0,0,2021-11-17T22:32:26.967,17,#ffc90e,,#ed1c24,60,90,True,976,Operations,True,1637208302.4582698
19,5969,20,Bouldering Wall,0,0,2021-11-17T22:32:27.31,15,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637208302.4582698
20,5976,300,East Fitness (Strength Equipment),0,0,2021-11-17T22:32:27.623,46,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637208302.4582698
21,5990,50,Olympic Lifting Room ,0,0,2021-11-17T22:32:27.983,4,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637208302.4582698
22,6132,300,MP4 (Table Tennis),0,0,2021-11-17T22:32:28.653,2,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637208302.4582698
23,6131,100,MP3 (Strength Equipment),0,0,2021-11-17T22:32:28.983,9,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637208302.4582698
24,7291,300,Colby (Cardio),0,0,2021-11-17T22:32:29.31,4,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637208302.4582698
25,7290,300,Colby (Strength),0,0,2021-11-17T22:32:29.653,89,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637208302.4582698
26,5985,300,Lower Gym (Badminton & Pickleball),0,0,2021-11-17T22:32:30.003,39,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637208302.4582698
27,5994,300,TREC,0,0,2021-11-17T22:32:30.327,30,#ffc90e,,#ed1c24,60,90,True,976,Operations,True,1637208302.4582698
0,6129,100,Upper Track (4th Floor),0,0,2021-11-17T23:20:01.913,0,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637211915.2496963
1,5978,50,Faculty/Staff Workout Area ,0,0,2021-11-17T23:20:02.303,0,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637211915.2496963
2,5995,100,Upper Fitness ,0,0,2021-11-17T23:20:02.677,17,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637211915.2496963
3,5996,100,Upper Gym,0,0,2021-11-17T23:20:03.193,41,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637211915.2496963
4,6130,100,MAC Court (Cardio),0,0,2021-11-17T23:20:04.35,3,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637211915.2496963
5,7289,50,MAC (badminton),0,0,2021-11-17T23:20:04.677,2,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637211915.2496963
6,6158,100,West Mezzanine (3rd Floor),0,0,2021-11-17T23:20:05.023,3,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637211915.2496963
7,5984,100,Atrium Track (3rd Floor),0,0,2021-11-17T23:20:05.367,3,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637211915.2496963
8,6157,100,East Mezzanine (3rd Floor),0,0,2021-11-17T23:20:05.787,6,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637211915.2496963
9,5988,50,Mindfulness Room ,0,0,2021-11-17T23:20:06.13,2,#ffc90e,,#ed1c24,60,90,True,976,Operations,False,1637211915.2496963
